-1278816987227285225	0	653096_2_1	1
-1282261681638558062	0	65484_1_1	1
-1289517177235147164	0	642572_1_1	1
-1289517177235147164	0	642572_2_1	0
-1289517177235147164	0	642572_3_1	1
-1299344624092523560	0	19264_1_1	0
-1299344624092523560	0	19264_2_1_1	1
-1306144606027688035	0	654234_1_1	0
-1306144606027688035	0	654234_5_1	0
-1306144606027688035	0	654234_6_1	1
-1306440338475070163	0	626347_1_1	1
-1306440338475070163	0	626347_2_1	0
-1309059410815668891	0	642572_1_1	1
-1309059410815668891	0	642572_2_1	0
-1313121082075090699	0	6661_1_1	0
-1313121082075090699	0	6661_2_1	1
-1313121082075090699	0	6661_4_1	0
-1319174143489226710	0	39222_3_1	0
-1319174143489226710	0	39222_4_1	1
-1326334674035497974	0	126116_1_1	1
-1326334674035497974	0	126116_2_1	0
-1326334674035497974	0	126116_3_1	0
-1335082616075855685	0	7024_1_1	1
-1335082616075855685	0	7024_2_1	0
-1335082616075855685	0	7024_5_1	0
-1335149629485629865	0	5845_1_1	1
-1335149629485629865	0	5845_2_1	0
-1335149629485629865	0	5845_3_1	0
-1339256092983448476	0	501873_2_1	1
-1340610563782609605	0	103870_1_1	0
-1340610563782609605	0	103870_2_1	1
-1340610563782609605	0	103870_3_1	0
-1344323885785798204	0	491889_2_1	0
-1344323885785798204	0	491889_3_1	1
-1344523909689779640	0	39978_1_1	0
-1344523909689779640	0	39978_2_1	1
-1344523909689779640	0	39978_4_1	1
-1345065096489582621	0	492391_1_1_2	1
-1345984639797465605	0	72491_1_1	1
-1351804792473061379	0	17336_1_2	1
-1353150322831010207	0	591769_1_1	1
-1357306700575246261	0	531526_2_1	1
-1357306700575246261	0	531526_4_1	0
-1363506798756169831	0	514243_1_1	1
-1364174554941980830	0	70681_1_1	1
-1364174554941980830	0	70681_2_1	0
-1364174554941980830	0	70681_3_1	0
-136533401698053273	0	531839_1_1	0
-136533401698053273	0	531839_2_1	0
-136533401698053273	0	531839_3_1	1
-136853906030320200	0	67732_1_2	1
-1368913688135872508	0	105598_2_1	1
-1368913688135872508	0	105598_4_1	0
-1376743926738532781	0	12445_1_1	1
-1379358901759739029	0	137816_1_1	1
-1382297027250196714	0	624104_1_1	0
-1382297027250196714	0	624104_2_1	1
-1382297027250196714	0	624104_3_1	0
-1394127855284330502	0	71228_1_1	1
-1394127855284330502	0	71228_5_1_1	0
-1394127855284330502	0	71228_5_1_2	0
-1398701025790554005	0	484582_1_1	0
-1398701025790554005	0	484582_2_1	1
-1398701025790554005	0	484582_3_1	0
-139975311289909801	0	535294_1_1	0
-139975311289909801	0	535294_2_1	1
-139975311289909801	0	535294_5_1	0
-1401473418334592740	0	522776_1_1	0
-1401473418334592740	0	522776_2_1	1
-1402815991765505835	0	11670_1_1	0
-1402815991765505835	0	11670_2_1	1
-1403757446718275526	0	659293_2_1	1
-1410191185054315905	0	44593_1_1	1
-1410191185054315905	0	44593_3_1	0
-1410191185054315905	0	44593_4_1	0
-1425328026174259092	0	17043_2_1	1
-1425328026174259092	0	17043_3_1	1
-1425328026174259092	0	17043_4_1	0
-1425482179092829941	0	551842_1_1	1
-1425482179092829941	0	551842_2_1	0
-1428845430739041994	0	531452_1_1	0
-1428845430739041994	0	531692_4_1	1
-1429279522670707667	0	56778_1_1_1	1
-1436984344850787137	0	567999_1_1	1
-1436984344850787137	0	567999_3_1	0
-1439127262566286008	0	675761_1_1	1
-1439127262566286008	0	675761_2_1	0
-1439127262566286008	0	675761_3_1	0
-1445221312005524497	0	534515_1_1	1
-1452999659069461992	0	41917_1_1_1	1
-1452999659069461992	0	41917_3_1	0
-1452999659069461992	0	41917_4_1	1
-1453471140151784228	0	71426_1_1	1
-1459003264867107021	0	579146_1_1	1
-1459003264867107021	0	579146_3_1	0
-1459956751549869028	0	202008_1_1	1
-1459956751549869028	0	202008_2_1	0
-1459956751549869028	0	202008_3_1	0
-1460267393847000184	0	82040_2_1	0
-1460267393847000184	0	82040_3_1	1
-1460267393847000184	0	82040_4_1	0
-1464096304825094180	0	164672_1_1	0
-1464096304825094180	0	164672_3_1	1
-1473390169589517339	0	15837_5_1	0
-1473390169589517339	0	15938_1_1	1
-1473390169589517339	0	15938_2_1	1
-1474967411248045783	0	644334_1_1	1
-1474967411248045783	0	644334_2_1	1
-1474967411248045783	0	644334_3_1	0
-1477896500570634744	0	38506_1_1	0
-1477896500570634744	0	38506_2_1	1
-1477896500570634744	0	38506_3_1	1
-1483416849025406872	0	43115_1_1_1	1
-1505179736113456739	0	3446_1_1	1
-1506533689958189672	0	559958_1_1	0
-1506533689958189672	0	559958_2_1	1
-1510733964102697638	0	558970_2_1	1
-1510733964102697638	0	558970_3_1	0
-1510733964102697638	0	558970_4_1	0
-1514961008735552691	0	5846_1_1	1
-1535178145145783198	0	11148_1_1_1	1
-1535178145145783198	0	11148_3_1	0
-1535493605576965763	0	24815_1_1	1
-1535493605576965763	0	24815_2_1	0
-1535493605576965763	0	24815_3_1	0
-1537434664141834448	0	533270_1_1	0
-1537434664141834448	0	533270_2_1	0
-1537434664141834448	0	533270_3_1	1
-1537585532831855583	0	118241_1_1	1
-1543503917058705229	0	597747_1_1	1
-1550189243242574532	0	11670_1_1	0
-1550189243242574532	0	11670_2_1	0
-1550189243242574532	0	11670_3_1	1
-1552506454386738661	0	479450_2_1	1
-1552506454386738661	0	479450_3_1	1
-1552506454386738661	0	479450_4_1	0
-1554270118935326215	0	11670_2_1	0
-1554270118935326215	0	11670_3_1	1
-1563389970125655718	0	18380_1_1	1
-1563389970125655718	0	18380_2_1	0
-1563389970125655718	0	18380_3_1	0
-1574222502705581255	0	43889_1_1	0
-1574222502705581255	0	43889_2_1_1	1
-1574222502705581255	0	43889_4_1	0
-1577979346822221387	0	548203_1_1	1
-1577979346822221387	0	548203_2_1	0
-1577979346822221387	0	548203_6_1	0
-1586323436804638275	0	505813_1_1	1
-1586323436804638275	0	505813_3_1	0
-1588946886781194821	0	5821_2_1	1
-1588946886781194821	0	5821_3_1	0
-1588946886781194821	0	5821_4_1	0
-1590599713728502312	0	591769_1_1	1
-159326647233934817	0	533922_1_1	0
-159326647233934817	0	533922_2_1_2	1
-159326647233934817	0	533922_3_1	0
-1594699394216946479	0	639311_1_1	1
-1594699394216946479	0	639311_3_1	0
-1599046537087357097	0	50537_1_1	1
-1605569973166046365	0	36962_1_1	1
-1605569973166046365	0	36962_2_1	0
-1611922981638664156	0	202008_1_1	1
-1611922981638664156	0	202008_2_1	0
-1611922981638664156	0	202008_3_1	0
-1612537393052889288	0	535516_1_1	1
-1612537393052889288	0	535516_2_1	1
-1624042812263615837	0	53956_1_1	1
-1624042812263615837	0	53956_2_1	0
-1624042812263615837	0	53956_3_1	0
-1625792179094985478	0	529071_1_1	1
-1625792179094985478	0	529071_2_1_1	0
-1625792179094985478	0	529071_2_1_2	0
-1625792179094985478	0	529071_3_1	0
-1630607395261748734	0	30991_1_1	1
-1630607395261748734	0	30991_2_1	0
-1635431649437999517	0	535443_2_1	1
-1635431649437999517	0	535443_3_1	0
-1635431649437999517	0	535443_6_1	0
-1640158324509749516	0	591803_1_1	1
-1640158324509749516	0	591803_3_1	0
-164040307702872593	0	507594_1_1	1
-164040307702872593	0	507594_2_1_1	0
-164040307702872593	0	507594_2_1_2	0
-164040307702872593	0	507594_2_2	0
-164040307702872593	0	507594_3_1	0
-1642890212793471192	0	505813_1_1	1
-1642890212793471192	0	505813_2_1	0
-1642890212793471192	0	505813_3_1	0
-1643151469961135801	0	654234_1_1	0
-1643151469961135801	0	654234_5_1	0
-1643151469961135801	0	654234_6_1	1
-1657602785556846084	0	268395_1_1_1	1
-1657602785556846084	0	268395_2_1	0
-1657602785556846084	0	268395_3_1	0
-167537168331031432	0	492614_1_1	1
-167537168331031432	0	492614_2_1	0
-167537168331031432	0	492614_3_1	0
-1680966843492363935	0	18256_1_1	1
-1680966843492363935	0	18256_2_1	0
-1680966843492363935	0	18256_4_1	0
-1685265827264609585	0	523764_1_1	1
-1685265827264609585	0	523764_3_1	0
-1687854972018328332	0	565132_1_1	1
-1687854972018328332	0	565132_2_1	1
-1687854972018328332	0	565132_3_1	0
-1688842473672209188	0	528226_1_2	1
-1688941199053395754	0	12795_1_1	1
-1691655720808179181	0	49202_1_1	1
-1693750591848446297	0	602178_2_1	0
-1693750591848446297	0	602178_4_1	1
-1696584026491954449	0	630415_1_1	1
-1696584026491954449	0	630415_2_1	0
-1701453150054206300	0	665845_1_1	1
-1701453150054206300	0	665845_3_1	0
-1708364201628359431	0	566737_2_1	0
-1708364201628359431	0	566737_3_1	1
-1712195183888850127	0	7457_1_1	1
-1712195183888850127	0	7457_2_1	0
-1712195183888850127	0	7457_3_1	0
-1715132593566063912	0	18843_1_1	1
-1725396910595788597	0	546511_1_1	1
-1725396910595788597	0	546511_9_1	0
-1725799361242446723	0	70936_1_1	1
-1726194321332674028	0	19929_1_1	1
-1726194321332674028	0	19929_2_1	0
-1730033731448833514	0	18601_1_1_1	1
-1730033731448833514	0	18601_2_1	0
-1731482719117657549	0	21441_1_1	1
-1731482719117657549	0	21441_2_1	1
-1733008855911359707	0	20318_2_1	1
-1733008855911359707	0	20318_3_1	0
-1733008855911359707	0	20318_5_1	0
-1746867298444914367	0	11670_1_1	0
-1746867298444914367	0	11670_2_1	1
-1746867298444914367	0	11670_3_1	0
-1747412844529384906	0	18378_1_1	1
-1747412844529384906	0	18378_2_1	0
-1747412844529384906	0	18378_3_1	0
-1767578500539771277	0	57270_2_1	1
-1777836074590571841	0	12316_1_1	1
-1777836074590571841	0	12316_2_1	0
-1777836074590571841	0	12316_3_1	0
-1778922101794691256	0	557921_2_1	1
-1778922101794691256	0	557921_3_1	0
-1780161366227093096	0	95722_1_1	1
-1782787840450425611	0	268395_1_1_1	1
-1782787840450425611	0	268395_2_1	0
-1782787840450425611	0	268395_3_1	0
-1783080672904444436	0	679706_1_1	0
-1783080672904444436	0	679706_2_1	0
-1783080672904444436	0	679706_3_1	1
-1784039100898380609	0	528226_1_2	1
-1787473439402297718	0	492391_1_1_2	1
-1787473439402297718	0	492391_2_1	0
-1787473439402297718	0	492391_3_1_1	0
-1787473439402297718	0	492391_3_1_2	0
-1787473439402297718	0	492391_3_1_3	0
-1790610739598868821	0	505987_1_1_2	1
-179214759836445851	0	28231_1_1	0
-179214759836445851	0	28231_2_1	1
-179214759836445851	0	28231_3_1	0
-1796594272826224695	0	591803_1_1	1
-1796594272826224695	0	591803_2_1	0
-1796594272826224695	0	591803_3_1	0
-1805511949247636660	0	16043_1_1_1	1
-1805511949247636660	0	16043_2_1	0
-1807896500471672521	0	556355_1_1	1
-1807896500471672521	0	556355_2_1	0
-181982999764706432	0	44593_1_1	1
-181982999764706432	0	44593_3_1	0
-181982999764706432	0	44593_4_1	0
-1822739856183902159	0	15140_1_1	1
-1827939987336782659	0	532231_1_1_2	1
-1848212805956994317	0	138186_1_1	0
-1848212805956994317	0	138186_2_1	1
-1848212805956994317	0	138186_3_1	0
-1863512570893115473	0	12044_1_1	1
-1863512570893115473	0	12044_2_1	0
-1869029885886097677	0	36700_1_1_1	1
-1880620521105988389	0	70431_1_1	1
-1882490165160993208	0	527182_1_1	1
-1886919489341423192	0	594612_1_1	1
-1892921381045068834	0	530267_1_1	1
-1892921381045068834	0	530267_2_1	0
-1893183219239303684	0	137799_1_1	1
-1894151745257671079	0	2791_1_1	0
-1894151745257671079	0	2791_2_1	0
-1894151745257671079	0	2791_3_1	1
-1895342178725990545	0	519805_2_1	1
-1895342178725990545	0	519805_3_1	1
-1895342178725990545	0	519805_5_1	0
-1900881098201496924	0	137629_2_1	1
-1900947573698481014	0	19966_2_1_1	1
-1900947573698481014	0	19966_3_1	0
-1910514927364158845	0	56246_1_1	0
-1910514927364158845	0	56246_2_1	1
-1918114358291839626	0	531531_1_1	1
-1921672820751433997	0	197172_20_1_2	1
-1933684753968662876	0	601746_1_1	0
-1933684753968662876	0	601746_2_1	1
-1933684753968662876	0	601746_3_1	1
-1934258764789778619	0	676333_2_1	0
-1934258764789778619	0	676333_3_1	1
-1934258764789778619	0	676333_4_1	0
-1941771116631409785	0	509343_1_1_1	0
-1941771116631409785	0	509343_1_1_2	0
-1941771116631409785	0	509343_1_1_3	0
-1941771116631409785	0	509343_2_1	1
-1941771116631409785	0	509343_3_1	0
-1944837689045505888	0	492391_1_1_2	1
-1944837689045505888	0	492391_2_1	0
-1944837689045505888	0	492391_3_1_1	0
-1944837689045505888	0	492391_3_1_2	0
-1944837689045505888	0	492391_3_1_3	0
-1944846238913029340	0	575233_1_1	1
-1944846238913029340	0	575233_2_1	0
-1944846238913029340	0	575233_3_1	0
-1953211309029816373	0	60074_1_1	1
-1953211309029816373	0	60074_2_1_1	0
-1953211309029816373	0	60074_2_1_2	0
-1953211309029816373	0	60074_3_1	0
-1954942014863299776	0	6661_1_1	1
-1954942014863299776	0	6661_2_1	0
-1954942014863299776	0	6661_4_1	0
-1955542153127005190	0	85908_1_1	0
-1955542153127005190	0	85908_2_1	1
-1955542153127005190	0	85908_3_1	0
-1958417827748861569	0	555101_1_1	1
-1958417827748861569	0	555101_2_1	0
-1958417827748861569	0	555101_3_1	0
-196808681759392316	0	51691_1_1_1	1
-196808681759392316	0	51691_2_1	0
-1978571645412476417	0	594586_1_1	1
-1978571645412476417	0	594586_3_1	0
-1978571645412476417	0	594586_9_1	0
-1983985725598290640	0	576567_1_1	0
-1983985725598290640	0	576567_2_1	0
-1983985725598290640	0	576567_3_1	1
-1984846354248173276	0	503434_1_1	1
-1984846354248173276	0	503434_2_1	1
-1984846354248173276	0	503434_3_1	0
-1989871483839190937	0	70231_2_1	1
-1991273532102405643	0	36697_1_1	0
-1991273532102405643	0	36697_2_1	1
-1991273532102405643	0	36697_3_1	0
-1995814186896638294	0	44593_1_1	1
-1995814186896638294	0	44593_3_1	0
-1995814186896638294	0	44593_4_1	0
-200329563049649624	0	18967_2_1	0
-200329563049649624	0	18967_3_1	1
-200329563049649624	0	18967_4_1_2	1
-2007527823148740673	0	162339_1_1	0
-2007527823148740673	0	162339_2_1_1	1
-2007527823148740673	0	162339_4_1	0
-2015562457946855011	0	678971_2_1	1
-2026678480394506462	0	575033_1_1	1
-2026678480394506462	0	575033_3_1	0
-2026678480394506462	0	575033_5_1	0
-2038866936590059624	0	602351_2_2	1
-2038866936590059624	0	602351_3_1	0
-2038866936590059624	0	602351_4_1	0
-2046915412910271838	0	679706_1_1	0
-2046915412910271838	0	679706_2_1	1
-2046915412910271838	0	679706_3_1	1
-205351145633843	0	526676_1_1	1
-205351145633843	0	526676_3_1	0
-2053787451129378177	0	16025_2_1	1
-2053787451129378177	0	16025_3_1_1	1
-2057817116692121575	0	7061_1_1	1
-2057817116692121575	0	7061_2_1	1
-2057817116692121575	0	7061_5_1	0
-2063894839710010302	0	21441_1_1	1
-2063894839710010302	0	21441_2_1	0
-2068079870336007969	0	48470_1_1_3	0
-2068079870336007969	0	53983_1_1	1
-2068079870336007969	0	53983_2_1_1	1
-2071441589570215889	0	642572_2_1	0
-2071441589570215889	0	642572_3_1	1
-2075207617406262965	0	240114_1_1	1
-2075207617406262965	0	240114_3_1	0
-2079781453534722976	0	11670_1_1	1
-2079781453534722976	0	11670_2_1	0
-2079781453534722976	0	11670_3_1	0
-2080758091182755885	0	202060_2_1	1
-2080758091182755885	0	202060_3_1	0
-2080758091182755885	0	202060_4_1	0
-2085610170242590167	0	597742_1_1	1
-2089586307130172135	0	70649_1_1	1
-2089586307130172135	0	70649_2_1_1	0
-2089586307130172135	0	70649_2_1_2	0
-2089586307130172135	0	70649_3_1	0
-2091054890052151809	0	132145_1_1	1
-2095174824563783921	0	70026_1_1_1	1
-2095174824563783921	0	70026_2_1	0
-209840839050634882	0	628726_1_1	1
-209840839050634882	0	628726_2_1	0
-2107657156022078439	0	503434_1_1	1
-2107657156022078439	0	503434_2_1	1
-2107657156022078439	0	503434_3_1	0
-2109186533740335994	0	642572_1_1	1
-2109186533740335994	0	642572_2_1	0
-2109186533740335994	0	642572_3_1	1
-2114718344343328106	0	69944_2_1	1
-2116425410977435615	0	595558_4_1	1
-2119564151054910156	0	521738_2_1	1
-2119564151054910156	0	521738_4_1	0
-2119564151054910156	0	521738_5_1	0
-2120922950052565150	0	80265_2_1_1	1
-2137199351947853123	0	71426_1_1	1
-2141164472986273689	0	28942_1_1	1
-2141164472986273689	0	28942_2_1	0
-2141164472986273689	0	28942_3_1	0
-2148560302635310074	0	40247_1_1	0
-2148560302635310074	0	40247_2_1_1	1
-2148560302635310074	0	40247_3_1	1
-2153062600834817651	0	530670_1_1	1
-2153062600834817651	0	530670_3_1	0
-2160715402950287175	0	157573_1_1	1
-2160715402950287175	0	157573_2_1	0
-2174439394475502233	0	557115_3_1	1
-2174439394475502233	0	557115_4_1	0
-2175718449812751226	0	62110_2_1	1
-2181266640545304134	0	19804_2_1	1
-2181266640545304134	0	19804_3_1	0
-2181266640545304134	0	19804_4_1	0
-2183400036312365049	0	42606_1_1_1	1
-2184289356422988096	0	56785_2_1	0
-2184289356422988096	0	56785_3_1	1
-2191717540749553858	0	31219_1_1	0
-2191717540749553858	0	31219_2_1	0
-2191717540749553858	0	31219_3_1	1
-2192467230641796763	0	18380_1_1	1
-2192467230641796763	0	18380_2_1	0
-2192467230641796763	0	18380_3_1	0
-2200840557626162020	0	568545_1_1	1
-2200840557626162020	0	568545_2_1	0
-2200840557626162020	0	568545_3_1	0
-2206372877519371243	0	478873_1_1	1
-2206372877519371243	0	478873_3_1	0
-2210149781296234046	0	526196_1_1	1
-2210149781296234046	0	526196_2_1	0
-2213201050187080822	0	598466_1_1	0
-2213201050187080822	0	598466_2_1	1
-2213201050187080822	0	598466_3_1	0
-2223619664794427084	0	690818_1_1	1
-2223619664794427084	0	690818_2_1	1
-2226951306119911227	0	493652_1_1	1
-2227016609673850418	0	14582_2_1	0
-2227016609673850418	0	15063_1_1	1
-2228749508236568984	0	31352_1_1	1
-2228749508236568984	0	31352_3_1	1
-2231134099698917679	0	483613_1_1	1
-2231134099698917679	0	483613_2_1	1
-2231134099698917679	0	483613_3_1	0
-223749309308304818	0	17336_1_1	1
-2237911914399266353	0	38983_1_1	1
-2237911914399266353	0	38983_3_1	0
-2237911914399266353	0	38983_4_1	0
-224813167264554401	0	565132_1_1	1
-224813167264554401	0	565132_3_1	0
-2254051240641962497	0	19804_2_1	1
-2254051240641962497	0	19804_3_1	0
-2254051240641962497	0	19804_4_1	0
-2255446499830374832	0	39978_1_1	1
-2255446499830374832	0	39978_2_1	1
-2255446499830374832	0	39978_4_1	0
-2261926428520903899	0	518873_1_1	1
-2266239074050688046	0	5635_1_1	1
-2266239074050688046	0	5635_2_1	0
-2266239074050688046	0	5635_3_1	0
-2273468375274482442	0	28762_1_1	0
-2273468375274482442	0	28762_4_1	1
-2274664633130543259	0	489976_1_1	1
-2274664633130543259	0	489976_2_1	0
-2274664633130543259	0	489976_3_1_1	0
-2274664633130543259	0	489976_3_1_2	0
-2279915079750701929	0	591785_1_1	0
-2279915079750701929	0	591785_2_1	1
-2279915079750701929	0	591785_3_1_1	0
-2279915079750701929	0	591785_3_1_2	0
-2279915079750701929	0	591785_3_1_3	0
-2279915079750701929	0	591785_3_1_4	0
-228642494875345920	0	17326_1_1	0
-228642494875345920	0	17326_2_1	1
-228642494875345920	0	17326_3_1	0
-2286655834019686502	0	1720_1_1	0
-2286655834019686502	0	1720_2_1_1	0
-2286655834019686502	0	1720_2_1_2	0
-2286655834019686502	0	1720_3_1	1
-2287185246905066870	0	531066_2_1	1
-2287185246905066870	0	531066_3_1	1
-2287185246905066870	0	531066_4_1	1
-228780130441757422	0	535390_1_2	1
-2297084759388376428	0	21097_1_1	1
-2297084759388376428	0	21097_3_1	0
-2298549280433840449	0	40346_2_1	0
-2298549280433840449	0	40346_3_1	1
-2301921511305325809	0	503444_1_1	1
-2301921511305325809	0	503444_2_1	0
-2301921511305325809	0	503444_3_1	1
-2307081186930621387	0	18775_1_1	0
-2307081186930621387	0	18775_3_1	1
-2307081186930621387	0	18775_4_1	0
-2316577018558987023	0	489900_1_1	1
-2316577018558987023	0	489900_2_1	0
-2326501126139097145	0	80655_1_1	1
-2329674813366783577	0	220564_1_1	1
-2329674813366783577	0	220564_4_1	0
-2329878667302881913	0	534378_1_1	0
-2329878667302881913	0	534378_2_1	1
-2329878667302881913	0	534378_4_1	0
-233195084722131559	0	11272_1_1	0
-233195084722131559	0	11272_2_1	1
-233195084722131559	0	11272_3_1	0
-234452260297512380	0	15867_1_1	1
-2353640263939627726	0	15726_1_1	1
-2361814636509129096	0	540842_1_1	1
-2362474540521017531	0	652144_1_1	0
-2362474540521017531	0	652144_2_1	1
-2384545671248113832	0	15209_2_1_1	1
-2384873410038856980	0	21097_1_1	1
-2384873410038856980	0	21097_2_1	1
-2384873410038856980	0	21097_3_1	0
-2386340643236905943	0	535516_1_1	1
-2392489250290641062	0	6184_1_1	1
-2392489250290641062	0	6184_2_1	0
-2392489250290641062	0	6184_3_1	0
-2396453956760763463	0	503049_1_1	0
-2396453956760763463	0	503049_2_1	0
-2396453956760763463	0	503049_3_1	1
-2415151676562000604	0	137799_1_1	1
-2416050412286516070	0	562294_2_1	1
-2416050412286516070	0	562294_3_1	0
-2416050412286516070	0	562294_4_1	0
-2429437839298628005	0	3582_1_1	1
-2431380504609742354	0	555101_1_1	1
-2431380504609742354	0	555101_2_1	0
-2431380504609742354	0	555101_3_1	0
-2433039238214462489	0	137799_1_1	1
-2434610372984067026	0	4013_1_1	0
-2434610372984067026	0	4013_3_1	1
-2434610372984067026	0	4013_4_1	0
-2437602370341433998	0	5847_1_1	1
-2437602370341433998	0	5847_2_1	0
-2437602370341433998	0	5847_3_1	0
-2441087096771363581	0	50358_2_1	1
-2441087096771363581	0	50358_3_1	1
-2446165465099360240	0	52835_2_1	1
-2453645810208789245	0	42915_1_1	1
-2465387894615745145	0	559880_5_1	1
-2469915467982366935	0	616775_2_1	1
-2469915467982366935	0	616775_3_1	0
-2475366636780580214	0	18417_1_1	0
-2475366636780580214	0	18417_2_1	0
-2475366636780580214	0	18417_3_1	1
-247726009598028049	0	591883_2_1	1
-247726009598028049	0	591883_3_1	0
-247726009598028049	0	591883_4_1	0
-2478573649562399851	0	22076_1_1	0
-2478573649562399851	0	22076_2_1	1
-2478573649562399851	0	22076_3_1	0
-2481921673914387611	0	18380_1_1	1
-2481921673914387611	0	18380_2_1	0
-2481921673914387611	0	18380_3_1	0
-2484593807770816766	0	4711_1_1	1
-2484593807770816766	0	4711_2_1	0
-2501845108833217412	0	534274_1_1	1
-250310867059722144	0	560706_1_1	1
-2505224772114054779	0	36962_1_1	1
-2505224772114054779	0	36962_2_1	0
-2510407445968977070	0	11627_1_1	1
-2510407445968977070	0	11627_2_1	0
-2510407445968977070	0	11627_3_1	0
-2510558687833236199	0	56654_1_1	1
-2512400008129729157	0	45335_1_1	1
-2515621924302465450	0	639133_1_1	0
-2515621924302465450	0	639133_3_1	1
-2519436958973029695	0	527892_1_1	1
-2519436958973029695	0	527892_2_1	0
-2519436958973029695	0	527892_3_1	0
