-1217712158413261548	Азот газын атмосфераға қандай процесс шығарады?
-1223000364896051059	Үштік сөзінің мағынасы қандай?
-1227906200288629297	Эйфель мұнарасын салу идеясы кімге келді?
-1231461419627626378	Алғашқы зымыран ғарышқа қашан аттанды?
-1232917425946941048	Микки Маус туралы алғашқы мультфильм қалай аталды?
-1233282215650866711	Чандра обсерваториясында қандай телескоп бар?
-1240394855599081346	Америка Құрама Штаттарының 28-ші президенті кім?
-1240406453036458108	Олар Бостандық мүсінін салуды қашан аяқтады?
-1241398017168335596	Цельсий шкаласы бойынша абсолютті нөлдің мәні қандай?
-1248628669353764265	Евфрат өзені қай елдер арқылы өтеді?
-1249466002898918741	Ас қорыту жолдарының қай қабатында шырыш пайда болады?
-125025028095025822	АҚШ Жапонияға қандай бомба тастады?
-1259255228108588003	2020 жылы жазғы Олимпиада ойындары қайда өтеді?
-1259611742885295314	Ұйқы безі қайда орналасқан және ол не істейді?
-127030027618701265	Шартты ратификациялауға кім құқылы?
-1271983947182911489	Art Deco қозғалысы қашан басталып, аяқталды?
-1274134576647383747	Нью-Джерси штатының халқы қандай?
-1278816987227285225	Құрамында қатты және сұйық нәжіс бар ағынды сулар?
-1282261681638558062	1946 жылы АҚШ президенті кім болды?
-1289517177235147164	Америка Құрама Штаттары тәуелсіздікті қайдан алды?
-1299344624092523560	Ресей мен Америка арасындағы қырғи қабақ соғыс қашан басталды?
-1306144606027688035	Ғарышқа жіберілген алғашқы әйел кім болды?
-1306440338475070163	Мейрамхана иесін қалай атайсыз?
-1309059410815668891	4 шілде қашан федералды мерекеге айналды?
-1313121082075090699	Адам құқықтарының жалпыға бірдей декларациясы оны кім пайдаланады?
-1319174143489226710	Тора сөзінің мағынасы қандай?
-1326334674035497974	Сақиналардың иесі атты алғашқы кітап қашан шықты?
-1335082616075855685	Айға барған бірінші адам кім?
-1335149629485629865	Израиль әлем картасында қайда?
-1339256092983448476	Олимпиада ойындары қай жерде өтті?
-1340610563782609605	Масса мен жылдамдықтың көбейтіндісі деп аталады?
-1344323885785798204	Қазір Англия патшайымы кім?
-1344523909689779640	Британ империясы қашан аяқтала бастады?
-1345065096489582621	Майкл Джордан лигаға қашан келді?
-1345984639797465605	Солтүстік жарты шарда жазғы күн тоқырауы қашан болады?
-1351804792473061379	Рим колизейінің мақсаты қандай болды?
-1353150322831010207	2002 жылғы әлем чемпионаты қайда өтті?
-1357306700575246261	Техастағы кемпірқосақ көпірі қайда?
-1363506798756169831	Мінез-құлық тәсілін жақтаған алғашқы американдық психологтардың бірі?
-1364174554941980830	Эндокриндік жасушалар секрециясын қайда шығарады?
-136533401698053273	Сүйкімді кішкентай өтірікшілер фильмінде Элисонды ойнайтын актриса кім?
-136853906030320200	Ақ үй өз атын қашан алды?
-1368913688135872508	Физикадағы момент нені білдіреді?
-1376743926738532781	1 килобайт неше байтқа тең?
-1379358901759739029	Капитан Американы ойнайтын бұл жігіт кім?
-1382297027250196714	Моанада мауиді кім айтады?
-1394127855284330502	Ауыз қуысы ас қорыту жүйесіне қалай көмектеседі?
-1398701025790554005	Onedrive-та қанша бос сақтау орны бар?
-139975311289909801	Бостандық мүсінін жоғалтқан сиқыршы?
-1401473418334592740	Олар Сиднейдегі Харбор көпірінің құрылысын қашан аяқтады?
-1402815991765505835	Бостандық мүсіні идеясы кімге келді?
-1403757446718275526	Жолақты Пижамадағы бала фильмі не туралы?
-1410191185054315905	Жапонияға атом бомбалары қашан тасталды?
-1425328026174259092	Дрезден, Екінші дүниежүзілік соғыстан кейін қалпына келтірілген қала қай өзенде орналасқан?
-1425482179092829941	Австралиядағы қызғылт көл қайда?
-1428845430739041994	Борн мұрасы фильмінде басты рөлді кім ойнады?
-1429279522670707667	Резус антигені қалай аталады?
-1436984344850787137	Екінші дүниежүзілік соғыста 3 осьтік держава кім болды?
-1439127262566286008	Сақиналар әміршісі әлемі қалай аталады?
-1445221312005524497	Air jordan 1 қашан шықты?
-1452999659069461992	Адамдарда бұлшықет массасының көп бөлігі қайда?
-1453471140151784228	Жіңішке ішекте ең көп сіңу қай жерде жүреді?
-1459003264867107021	Харли Куинн супер қаһарман ма, әлде жауыз ба?
-1459956751549869028	2018 жылғы әлем чемпионатының финалы қайда өтеді?
-1460267393847000184	Тұрақты даму термині алғаш рет қашан қолданылды?
-1464096304825094180	Бейжің Олимпиадасына арналған Құс ұясы стадионы қашан салынды?
-1473390169589517339	Алоэ вера гүлінің пайдасы неде?
-1474967411248045783	Адамның сол және оң жақ каротид артериялары қайдан тармақталады?
-1477896500570634744	Мансабын бастаған кезде Месси неше жаста болды?
-1483416849025406872	Негізгі тұтынушының кейбір мысалдары қандай?
-1505179736113456739	Unix операциялық жүйесінің негізін қалаушы кім?
-1506533689958189672	Гарри Поттер мен от кубогында Волдемортты кім ойнайды?
-1510733964102697638	Өсекші қызда Лили ван дер Вудсенді кім ойнайды?
-1514961008735552691	Корея Республикасы солтүстік немесе Оңтүстік Корея ретінде белгілі ме?
-1535178145145783198	Әлемдегі ең үлкен және ең терең тұщы көл?
-1535493605576965763	Эпителий ұлпалары денеде қай жерде орналасқан?
-1537434664141834448	Австралияда Улуру-катаның биіктігі (метрмен) қандай?
-1537585532831855583	Қандағы оттегінің жетіспеушілігінің медициналық термині?
-1543503917058705229	Гомологиялық хромосомалар-бұл жұп хромосомалар?
-1550189243242574532	Бостандық мүсінін кім салған және жобалаған?
-1552506454386738661	Нью-Джерси штат па, әлде қала ма?
-1554270118935326215	Бостандық мүсіні кімнің құрметіне жобаланған?
-1563389970125655718	2018 жылғы қысқы Олимпиада ойындары қайда өтті?
-1574222502705581255	Ежелгі Қытайдың алғашқы императоры кім болды?
-1577979346822221387	Бірінші сенсорлы ipod қашан пайда болды?
-1586323436804638275	Телангана мен Андхра-Прадештің астанасы қандай?
-1588946886781194821	Ұлыбритания әлемнің қай бөлігінде орналасқан?
-1590599713728502312	Оңтүстік Кореяда әлем чемпионаты қашан өтті?
-159326647233934817	12 жылдық құлдық кімге негізделген?
-1594699394216946479	Орталық саябақ Нью-Йорктің қай аймағында орналасқан?
-1599046537087357097	Картада Пиреней түбегі қайда орналасқан?
-1605569973166046365	Біздің ас тұзының көп бөлігі қайдан келеді?
-1611922981638664156	Ресейде 2018 жылғы футболдан әлем чемпионатын кім жеңіп алды?
-1612537393052889288	Американдық жасөспірімнің құпия өмірінде Риккиді кім ойнайды?
-1624042812263615837	Полинезия үшбұрышында қанша арал бар?
-1625792179094985478	Linkin Park әншісінің аты?
-1630607395261748734	Атомдағы протон қайда?
-1635431649437999517	Джанго босатылған фильмі қай жылы шықты?
-1640158324509749516	2022 жылы әлем чемпионаты қайда өтеді?
-164040307702872593	Америкаға бірінші болып кім келді?
-1642890212793471192	Андхра-Прадештің жаңа астанасы қалай аталады?
-1643151469961135801	Ғарышқа шыққан алғашқы әйел кім?
-1657602785556846084	Командада қанша футболшы бар?
-167537168331031432	Батыс спагетти өрнегі қайдан пайда болды?
-1680966843492363935	Арсенал Англия чемпионатында неше рет жеңіске жетті?
-1685265827264609585	Тау ешкісі жануарлардың қандай түріне жатады?
-1687854972018328332	Тақтан бас тартқан Англия королі кім болды?
-1688842473672209188	1207 жылы жаңадан құрылған Дели мұсылман сұлтандығының алғашқы сұлтаны кім болды?
-1688941199053395754	Православие шіркеуі Киелі кітаптың қандай аудармасын қолданады?
-1691655720808179181	Ресей Жапониямен қашан соғысқа кірісті?
-1693750591848446297	Әлем чемпионатында бірінші хетрикті кім ұрады?
-1696584026491954449	Стивен Кингтің 'бұл' кітабы қашан шықты?
-1701453150054206300	Титаникке тақырыптық ән кім жазды?
-1708364201628359431	Дэнни Макбрайд 'шұжық кешінде' кімді ойнайды?
-1712195183888850127	Адам жүрегінің массасы қандай?
-1715132593566063912	Организмдердің байқалған белгілеріне негізделген атау жүйесін жасаған швед ғалымы кім болды?
-1725396910595788597	Бірінші macbook Pro қашан шықты?
-1725799361242446723	Жатырдың қай қабырғасы тегіс бұлшықеттен тұрады?
-1726194321332674028	Ливерпуль премьер-лигада неше рет жеңіске жетті?
-1730033731448833514	Гидросфера жер литосферасының қанша бөлігін қамтиды?
-1731482719117657549	Фотосинтезді бастау үшін энергия қайдан келеді?
-1733008855911359707	Оңтүстік Кореяда қай тілде сөйлейді?
-1746867298444914367	Бостандық мүсінінің толық атауы қандай?
-1747412844529384906	2012 жылы жазғы ойындар қайда өтеді?
-1767578500539771277	Жарияламаужаңа мақаласы бойынша кім кінәлі деп танылуы мүмкін?
-1777836074590571841	Жерден Күнге дейінгі орташа қашықтық километрмен?
-1778922101794691256	Гарри Поттердің қай фильмінде квиддичтен әлем кубогы бар?
-1780161366227093096	Асқазанның шырышты қабаты шығаратын және шығаратын химиялық зат?
-1782787840450425611	NFL командасындағы ойыншылардың саны қанша?
-1783080672904444436	Америка Құрама Штаттарында президенттік сайлау қашан өтеді?
-1784039100898380609	Дели сұлтандығының негізін кім салды?
-1787473439402297718	Майкл Джордан өзінің алғашқы НБА титулын қашан жеңіп алды?
-1790610739598868821	Грек құдайлары қайда өмір сүрді деп есептелді?
-179214759836445851	Электромагниттік спектрде инфрақызыл толқындарды кім ашты?
-1796594272826224695	2022 жылы футболдан әлем чемпионаты қайда өтеді?
-1805511949247636660	Бауыр адам ағзасында қай жерде орналасқан?
-1807896500471672521	Биіктіктен қорқатын кезде ол қалай аталады?
-181982999764706432	Хиросима мен Нагасакиге бомба қашан тасталды?
-1822739856183902159	Арктикалық шеңбердің анықтамасы қандай?
-1827939987336782659	Англияда азаматтық соғыс кімнің арасында болды?
-1848212805956994317	Профессор Снейптің рөлін сомдайтын актер кім?
-1863512570893115473	Қазіргі уақытта қанша ел халықаралық валюта қорының (ХВҚ) мүшелері болып табылады?
-1869029885886097677	Араб түбегі картада қай жерде орналасқан?
-1880620521105988389	Қырғи қабақ соғыс кезінде Варшава келісімі дегеніміз не?
-1882490165160993208	Бір командаға Маусымда НБА-да қанша ойын бар?
-1886919489341423192	Біреудің шайнағанын есту сізге төзгісіз болған кезде бұл қалай аталады?
-1892921381045068834	Голливудтағы Жұлдыздар аллеясы қайда?
-1893183219239303684	Кариб теңізінің қарақшылары фильмдері қандай тәртіппен шықты?
-1894151745257671079	1990 жылы CERN-де гипермәтінді белгілеу тілін (html) кім жасады?
-1895342178725990545	Ice bucket challenge мақсаты қандай болды?
-1900881098201496924	Үйде жалғыз ойнаған бала кім?
-1900947573698481014	Тарихи жазбалардың жинақталуы немесе олар орналасқан физикалық орын?
-1910514927364158845	Қуық қай аймақта орналасқан?
-1918114358291839626	Тақтар ойынында Джоффри Баратеонды кім ойнайды?
-1921672820751433997	Олимпиядағы Зевс мүсіні қайда болды?
-1933684753968662876	Футболдан әлем чемпионатының тарихында кім көп гол соқты?
-1934258764789778619	Monsters inc-те Саллиді кім айтады?
-1941771116631409785	Корея соғысы қашан басталды және ол қашан аяқталды?
-1944837689045505888	Майкл Джордан Буллзға қашан шақырылды?
-1944846238913029340	20 ғасырда өзін-өзі үйреткен Үнді математикалық данышпаны кім болды?
-1953211309029816373	Оңтүстік Америкадағы Колумбияның астанасы қай қала?
-1954942014863299776	Адам құқықтарының халықаралық Декларациясын кім қабылдады?
-1955542153127005190	Электромагниттік спектрдің әртүрлі аймақтары қандай?
-1958417827748861569	1-ші Оскар сыйлығының құрметті сыйлығын кім алды?
-196808681759392316	Жарық электромагниттік толқын деп ойлаған алғашқы адам кім болды?
-1978571645412476417	2018 жылғы әлем чемпионатына қанша команда қатысады?
-1983985725598290640	Перси Джексон туралы 2-ші кітап қалай аталады?
-1984846354248173276	Оңтүстік Америкадағы ең биік тау қалай аталады?
-1989871483839190937	Сіңірлер мен байламдардың функциялары қандай?
-1991273532102405643	Араб алфавитінде қанша әріп бар?
-1995814186896638294	Екінші дүниежүзілік соғыс кезінде атом бомбалары қашан тасталды?
-200329563049649624	Чарльз Дарвин жазған кітаптың атауы?
-2007527823148740673	Хьюстон қаласы кімнің есімімен аталады?
-2015562457946855011	Чехиядан келген адамды қалай атайсыз?
-2026678480394506462	Вестминстер жүйесі өз атауын қалай алды?
-2038866936590059624	* әлем кубогының алғашқы кубогының мүсіншісінің аты кім?
-2046915412910271838	Америка Құрама Штаттарында президентті кім сайлайды?
-205351145633843	Қара өлім қашан тарала бастады?
-2053787451129378177	Әдетте есекжем деп аталатын медициналық термин?
-2057817116692121575	Меркурий Күн жүйесінде қайда орналасқан?
-2063894839710010302	Фотосинтез реакциясының өнімдері қандай?
-2068079870336007969	Грекше қала-мемлекет қалай аталады?
-2071441589570215889	АҚШ-та 4 шілдеде қашан тойлана бастады?
-2075207617406262965	Футболда пенальтиді қашан аласыз?
-2079781453534722976	АҚШ-қа Бостандық мүсінін кім берді?
-2080758091182755885	Йель университеті, қала және штат қайда орналасқан?
-2085610170242590167	Chevrolet camaro қай жылы шықты?
-2089586307130172135	Адам ағзасында көмей қай жерде орналасқан?
-2091054890052151809	0 к Цельсий бойынша қандай температураға тең?
-2095174824563783921	Барлық тіршілік иелері жасушалардан тұратынын кім ашты?
-209840839050634882	Түпнұсқа 'жасыл шам' қашан шықты?
-2107657156022078439	Оңтүстік Америкадағы ең үлкен тау қандай?
-2109186533740335994	4 шілде қашан мереке болып жарияланды?
-2114718344343328106	Ер адамның простата безі қайда орналасқан?
-2116425410977435615	Лбн Рушд қай салада өзінің даңқына ие болды?
-2119564151054910156	Британдық корольдік үй өз атауын Сакс-кобург-готадан виндзорға қашан өзгертті?
-2120922950052565150	Авангард термині қайдан шыққан?
-2137199351947853123	Жіңішке ішектің қызметі қандай?
-2141164472986273689	Кремний (si) қай топқа жатады?
-2148560302635310074	Гизада ұлы пирамиданы салу қанша уақытты алды?
-2153062600834817651	Францияның ұлттық әнұраны 'марсельезаны' кім жазды?
-2160715402950287175	Ақшақар мен жеті гном қашан шығарылды?
-2174439394475502233	Тақтар ойынындағы айдаһарлардың анасы?
-2175718449812751226	Бұл беттегі мәтін мен графиканың физикалық орналасуы ма?
-2181266640545304134	1986 жылы ядролық апат қай жерде болды?
-2183400036312365049	Аль Махди кім және ол не істейді?
-2184289356422988096	Рейн өзенінің сағасы қайда?
-2191717540749553858	Саясаттануды жүйелі түрде зерттеуді кім бастады?
-2192467230641796763	Қысқы Олимпиада ойындары қайда өтеді?
-2200840557626162020	Копенгагендегі ryanair қай әуежайға ұшады?
-2206372877519371243	Ман Сити Премьер-Лиганың қанша кубогын жеңіп алды?
-2210149781296234046	Мотивацияның екі факторлы теориясын кім алға тартты?
-2213201050187080822	Пеп Гвардиола 'Ман Ситиге'дейін кім басқарды?
-2223619664794427084	Ай мен Жұлдыз қай елдің туында бейнеленген?
-2226951306119911227	Хабарламаларды ешқандай айтылатын сөздерді қолданбай жіберу және қабылдау процесі анықтайды?
-2227016609673850418	Негізінен мұз кристалдарынан тұратын жоғары деңгейлі бұлттар?
-2228749508236568984	Солтүстік Ирландияда қандай ақша бірлігі бар?
-2231134099698917679	Дубайдағы желкенді қайық тәрізді қонақ үй?
-223749309308304818	Римдегі алғашқы колизей қашан салынды?
-2237911914399266353	Огайо қашан америка Құрама Штаттарының құрамына кірді?
-224813167264554401	1936 жылы британдық тақтан кім бас тартты?
-2254051240641962497	Украинада ядролық реактор қай жерде жарылды?
-2255446499830374832	Британ империясы қашан гүлденді?
-2261926428520903899	Францияға тиесілі Канаданың шығысындағы Арал?
-2266239074050688046	Жапония әлемнің қай аймағында орналасқан?
-2273468375274482442	Консервативті саяси көзқарастардың болуы нені білдіреді?
-2274664633130543259	АҚШ Ұлы депрессиядан қашан қалпына келді?
-2279915079750701929	Берлин қабырғасы қашан салына бастады?
-228642494875345920	1909 жылы Солтүстік полюске кім барды?
-2286655834019686502	Армения Кеңес Одағынан қашан тәуелсіздік алды?
-2287185246905066870	Деректер компьютерде қайда сақталады?
-228780130441757422	Австрия империясындағы революция неден басталды (1848)?
-2297084759388376428	Футболдан алғашқы әлем чемпионаты қашан өтті?
-2298549280433840449	Германияның экономикалық ғажайыптарын қай канцлер басқарды?
-2301921511305325809	Ұлыбританиядағы тәуелсіз газет кімге тиесілі?
-2307081186930621387	Мехико әлемнің қай аймағында орналасқан?
-2316577018558987023	Римді құрған екі ағайынды кім болды?
-2326501126139097145	Мылтық жауап ретінде атылған кезде бұл қалай аталады?
-2329674813366783577	Чиуауа-қай елден шыққан деп есептелетін ит тұқымы?
-2329878667302881913	Google Drive-та қанша орын бар?
-233195084722131559	Әулие София соборының архитектуралық стилі қандай?
-234452260297512380	Гепатит-бұл қандай қоздырғыш тудыратын ауру?
-2353640263939627726	Авокадо ағашта немесе бұтада өсе ме?
-2361814636509129096	Let ' s get ready to rumble кім ойлап тапты?
-2362474540521017531	Барлық уақытта ең көп сатылатын ойын қандай?
-2384545671248113832	Қолқа Жүректе қайда орналасқан?
-2384873410038856980	Бірінші Әлем кубогын кім жеңіп алды?
-2386340643236905943	Американдық жасөспірімнің Құпия өмірінде Риккиді кім ойнады?
-2392489250290641062	Бразилия-қай континенттегі ең үлкен ел?
-2396453956760763463	Қазір Англияның премьер-министрі кім?
-2415151676562000604	Кариб теңізінің қарақшыларына арналған сценарийді кім жазды?
-2416050412286516070	Терінің ең жоғарғы қабаты қандай?
-2429437839298628005	Техас атауының шығу тегі қандай?
-2431380504609742354	Үздік фильм үшін бірінші Оскар сыйлығын кім алды?
-2433039238214462489	Кариб теңізінің қарақшылары фильмдерін ретімен атаңыз?
-2434610372984067026	Швецияда халық саны қандай?
-2437602370341433998	Филиппин қалай аталады?
-2441087096771363581	Нуклеотидтің негізгі компоненттері қандай?
-2446165465099360240	Ашыту кезінде газдың қандай түрі түзіледі?
-2453645810208789245	Антарктида жағалауында қандай ағыс ағып жатыр?
-2465387894615745145	БҰҰ-ның ресми тілі қандай?
-2469915467982366935	Мохикандардың соңғысы қашан болды?
-2475366636780580214	Анкара қашан Түркияның астанасы болды?
-247726009598028049	1966 жылғы әлем чемпионатында Англия кімді жеңді?
-2478573649562399851	Құс жолы галактикасының пішіні қандай?
-2481921673914387611	2018 жылғы Қысқы Олимпиада қайда өтеді?
-2484593807770816766	Нью-Йорк қаласы қайда?
-2501845108833217412	Егер мен қалсам, кітап қандай жанрда болады?
-250310867059722144	Көк сақиналы сегізаяқты қайдан табуға болады?
-2505224772114054779	Біз жейтін тұз қайдан келеді?
-2510407445968977070	Нептун атауының шығу тегі қандай?
-2510558687833236199	Физикада сақтаудың мәні неде?
-2512400008129729157	Қай елдің құрамына Кайман аралдары кіреді?
-2515621924302465450	Ирланд тілінде Ана тілі ретінде қайда сөйлейді?
-2519436958973029695	Үлкен жарылыстан кейін ғаламның болжамды жылдам кеңеюіне қандай термин жатады?
-2527888606300267397	Мидың негізгі мақсаты қандай?
-253016019497333576	Вампир күнделіктерінде Мэтт Донованды кім ойнайды?
-2532185933607661927	Рим қаласы өзенде орналасқан?
-253699089990606091	Ақпараттық қауіпсіздіктің (infosec) негізгі мақсаты қандай?
-2549840480801558884	Алманың салмағын өлшеу үшін қандай өлшем бірлігін қолданар едіңіз?
-2552690520458562378	Жатыр дененің қай бөлігінде орналасқан?
-2553418291165119014	Миссисипи өзенінің бастаулары қайда?
-2558199766533138150	Қыздырылған темір арқылы үрленген суық ауа ағындарымен ластануды жою процесін кім ойлап тапты?
-2564684632982889689	Америкалықтар жағында соғысқан Француз дворяны кім болды?
-2565318168056335456	Орион шоқжұлдызындағы тұмандық қайда?
-256712978045179968	Императорлық орыс Жарлығы немесе заң күші бар Жарлық?
-2573515732086036496	Олимпиада қай жерде жиі өткізілді?
-2576520557934945946	Италия Үштік Одақтан қашан шықты?
-2583564811065187967	Қарыншалар денеде қанды қайда айдайды?
-2599992840550551523	Саксофон ағаш үрмелі аспап па, әлде мыс аспап па?
-2610823193792542821	H & M киімдері нені білдіреді?
-2614853643381581775	Меоздың қай кезеңінде кроссинг-овер орын алады?
-2625241553704411395	Оғаш нәрселердің бірінші маусымы қашан болды?
-2625262426892389205	Ең мықтысы аман қаладыдеген тіркес нені білдіреді?
-2627868411504186508	Кескіндеме кішкентай нүктелермен жасалған сурет?
-2633788536850051822	Венера шыбын тұзағы табиғи түрде қай жерде өседі?
-2641707891246811410	АҚШ ұлттық әнұраны қалай аталады?
-2644551111535473456	АҚШ атом бомбаларын қайда тастады?
-2650965953197687865	2016 жылы Олимпиада ойындары қайда өтті?
-2658681480064099140	Энергияны сақтау заңын кім құрды?
-2661169710067394013	Бірінші Әлем чемпионатын кім жеңіп алды және қашан?
-2663271265370990716	Британ Империясы әлемнің қай бөлігіне иелік етті?
-2673426441337185948	What ' s app негізін қалаушы кім?
-2687447311927083748	Сағатына теңіз миліндегі түйін дегеніміз не?
-2688160185218876489	Боливияның батыс шекарасында қандай екі ел бар?
-2688256528538290877	Сүйкімді кішкентай өтірікшілер фильмінде Калеб Риверсті кім ойнайды?
-2689351817078302928	Ұлыбритания әлем картасында қай жерде орналасқан?
-2701702501785154482	FIFA 2018 қайда өтеді?
-2708552085343405825	Жүрекке және одан қан айналымын кім сипаттады?
-2709300502271056176	Өт қабы біздің денемізде қайда орналасқан?
-2722012184444237757	Заттың қандай күйінде конвекция болмайды?
-2728881133458626477	Қан пайда болатын қызыл сүйек кемігі қайда?
-2728986565505877353	Тәуелсіздік Декларациясына қол қоюдың нәтижесі қандай болды?
-2744077715268642474	Литва қашан Кеңес Одағының құрамына кірді?
-2746593862138258630	Пневмония дененің қай бөлігіне тікелей әсер етеді?
-2753491235072639892	Олар Берлин қабырғасын қашан бұзды?
-276011070699830088	Исландия әлем картасында қайда орналасқан?
-2761787673607950956	Walking Dead жаңа эпизодтары қашан басталады?
-2773399818825342147	Протон қалай нейтронға айналуы мүмкін?
-2774397208183756312	Роберт Паттинсон Гарри Поттер фильмдерінде кімді ойнайды?
-2776570127948663596	Кельттер кім және олар қайдан келді?
-2782953509276859187	Астананы Аградан Делиге көшірген Моғол императоры?
-2786566043713039344	Картадағы қашықтықты өлшеу үшін қолданылатын құрал?
-2789393320339400009	Лимпопо өзен жүйесінің сағасы қай елде орналасқан?
-2798718390912575978	Каликут портында Үндістанның Батыс жағалауына кім жетті?
-2802957394935990293	Бір фунт монета қашан айналымға түсті?
-2810137468556044688	Red hot Chili peppers әншісі кім?
-2827328644503553699	Сиыр етінің строганофф атауы қайдан шыққан?
-2835218781688811292	Рибофлавиннің ең көп мөлшері қандай тағам санатында?
-284443478565623796	Африканың айналасындағы Үндістанға теңіз жолын тапқан зерттеуші?
-2850900566531304906	Соғыс және бейбітшілік классикалық романын кім жазды?
-2851908324285596796	Экономика қашан рецессия жағдайында деп саналады?
-2854006475159596620	Эверестке алғаш рет кім көтерілді?
-2860291616524520863	Әлем чемпионатында алғашқы хет-трикті кім жасады?
-2867244244519641077	Адам ағзасындағы эпителий ұлпасы қайда?
-2868753537924426961	Барлық өсімдіктер жасушалардан тұрады деп кім айтты?
-2878612275776239433	Б. б. Кинг музыканың қандай түрімен танымал?
-2880516450702807150	Спиннер дельфиндері өз атын қайдан алды?
-2901057735894370602	Сақиналар әміршісі фильмінде Фродо мырзаны кім ойнайды?
-2901753640623401310	Компьютерге қандай тапсырманы орындау керектігін айтатын кодталған командалар анықтама болып табылады?
-2902319218459993132	E coli толық атауы қандай?
-2920856001222583372	Need for speed бірінші ойыны қандай болды?
-2921343379603706848	Қандай бездер теріні майлайтын майлы зат шығарады?
-2929704616252889438	Капитан Американы ойнайтын актердің аты?
-2933422456367424869	Орталық Америка Солтүстік Америка континентінің немесе Оңтүстік Американың бөлігі ме?
-2934573487991229359	АҚШ-та h & M қашан ашылды?
-2939915340290441308	Оңтүстік Америкадағы Атакама шөлі қайда?
-2941118173420204009	Жарық жылы неше триллион миль?
-2941913738921092187	РН шкаласы бойынша ерітінді қай деңгейде қышқыл болып саналады?
-2942209329804440980	Кеуде түтігінен лимфа қайдан шығады?
-2954183909629608670	Пангея қашан кішірек фрагменттерге ыдырай бастады?
-2955770787988549850	Гормондар деп аталатын секрецияларды шығаратын Орган?
-2958993778434052827	Массачусетс қашан америка Құрама Штаттарының құрамына кірді?
-2959748008031514918	Лаоста қандай негізгі тілде сөйлейді?
-2960695990878541199	Gta 5 ps4 үшін қашан шықты?
-296855238344204451	Айнымалы токты тұрақты токқа түрлендіру үшін қандай құрылғы қолданылады?
-2978332715539100123	Мюррей өзені мұхитқа қайда құяды?
-2982873618595462251	Футболдан алғашқы әлем чемпионатын кім жеңіп алды?
-2983961146430020099	Америка туындағы қызыл, АҚ және көк түстер нені білдіреді?
-2988325921751547542	Периодтық жүйеде мырыш қайда орналасқан?
-2993506425532623007	Әлем чемпионатының тарихында кім көп гол соқты?
-2994131282633742892	Британдық газеттер үшін стандартқа айналған қаріпті кім жасады?
-2996216516410666391	Мидағы көпір қайда орналасқан?
-2998026488408884701	Крест жорықтары кезінде мұсылмандардың көшбасшысы кім болды?
-2999823530567759160	Батыс Сібір жазығы картада қайда орналасқан?
-300113534882467247	Ылғалды субтропикалық климатта жауын-шашынның басым көзі?
-3002922506703931024	Дэвид Боуидің алғашқы альбомы қашан шықты?
